x_coordinate,y_coordinate,month,week,day_of_week,Predicted_CATEGORY
7639511,683644,1,1,Sunday,OTHER
7661387,685370,5,18,Monday,OTHER
7670070,687569,5,22,Monday,OTHER
7679926,675781,2,7,Monday,OTHER
7681958,686702,1,2,Thursday,OTHER
7650162,695677,4,15,Friday,OTHER
7673833,681793,4,15,Saturday,STREET CRIMES
7680355,694119,5,19,Monday,OTHER
7681288,697952,2,7,Sunday,OTHER
7691741,674227,4,17,Friday,OTHER
7644559,683578,4,14,Saturday,STREET CRIMES
7681251,681901,4,14,Friday,OTHER
7647248,686269,4,16,Tuesday,OTHER
7689635,663717,5,19,Friday,OTHER
7642507,686260,4,16,Tuesday,OTHER
7654821,685090,4,17,Wednesday,OTHER
7680224,692974,1,1,Monday,OTHER
7668592,695207,3,9,Sunday,OTHER
7660006,664645,3,9,Saturday,OTHER
7643410,704055,2,8,Monday,OTHER
7664236,677528,2,9,Monday,OTHER
7646030,691487,4,14,Thursday,OTHER
7669180,674315,4,15,Friday,STREET CRIMES
7650701,695185,1,2,Wednesday,OTHER
7664247,669327,3,13,Wednesday,OTHER
7679972,672959,3,10,Friday,OTHER
7658969,682435,5,21,Sunday,OTHER
7680339,673849,5,19,Friday,OTHER
7689207,678500,4,15,Tuesday,OTHER
7672378,695364,1,3,Sunday,OTHER
7642318,681935,3,13,Friday,OTHER
7623877,710972,1,2,Monday,OTHER
7693498,696454,5,18,Sunday,OTHER
7674443,696655,2,8,Thursday,OTHER
7655700,704249,2,5,Saturday,OTHER
7669283,682938,2,9,Tuesday,OTHER
7657992,681559,5,19,Friday,OTHER
7645456,684182,3,10,Saturday,OTHER
7667796,677230,4,14,Friday,OTHER
7642157,681139,3,12,Thursday,OTHER
7656357,679872,2,8,Friday,OTHER
7671968,669394,5,19,Sunday,OTHER
7666108,662253,4,13,Sunday,OTHER
7668458,682303,2,6,Sunday,OTHER
7669149,674300,3,12,Wednesday,STREET CRIMES
7653731,680142,1,1,Tuesday,OTHER
7646908,704008,2,8,Tuesday,OTHER
7649039,688560,2,8,Saturday,OTHER
7650557,687212,2,7,Wednesday,OTHER
7658714,688062,2,6,Sunday,OTHER
7646490,711474,1,3,Saturday,OTHER
7647290,709627,5,18,Friday,OTHER
7669068,686920,3,13,Tuesday,OTHER
7673606,669317,2,6,Tuesday,OTHER
7667421,693284,5,20,Wednesday,OTHER
7688963,676333,1,4,Saturday,STREET CRIMES
7668688,674708,1,1,Sunday,OTHER
7623547,703976,2,7,Tuesday,OTHER
7672518,672643,1,1,Tuesday,OTHER
7642769,687610,4,15,Thursday,OTHER
7649032,684724,3,10,Wednesday,OTHER
7638238,664103,5,20,Thursday,OTHER
7656666,687294,4,17,Wednesday,OTHER
7642289,687934,2,6,Tuesday,OTHER
7643461,682148,3,11,Friday,STREET CRIMES
7667341,698162,3,12,Saturday,OTHER
7648641,684144,4,17,Saturday,STREET CRIMES
7662865,680708,5,21,Saturday,OTHER
7661083,694717,3,13,Thursday,OTHER
7640956,690308,3,10,Sunday,OTHER
7669897,665073,4,16,Monday,OTHER
7683331,683090,3,13,Thursday,OTHER
7671922,699055,3,12,Tuesday,OTHER
7679811,684683,3,12,Sunday,OTHER
7645415,683761,3,11,Saturday,OTHER
7667421,693284,5,21,Tuesday,OTHER
7644435,676036,3,11,Tuesday,OTHER
7641157,685531,1,2,Friday,OTHER
7658027,678410,5,20,Sunday,OTHER
7648193,682467,4,14,Sunday,OTHER
7642097,681726,1,1,Sunday,OTHER
7679957,699292,3,9,Saturday,OTHER
7648027,704648,2,6,Saturday,OTHER
7642320,716248,2,6,Thursday,OTHER
7663014,698304,2,6,Thursday,OTHER
7671805,671416,1,3,Friday,OTHER
7649505,684393,5,22,Monday,OTHER
7689871,681831,5,19,Tuesday,STREET CRIMES
7684204,689789,5,22,Monday,OTHER
7657708,673549,2,6,Monday,STREET CRIMES
7672283,695193,4,15,Saturday,OTHER
7643521,681559,4,14,Sunday,OTHER
7637077,718153,1,1,Saturday,OTHER
7642246,705486,1,2,Thursday,OTHER
7663481,700644,5,20,Tuesday,OTHER
7634827,707682,3,13,Thursday,OTHER
7642097,681726,3,10,Monday,OTHER
7664983,667507,1,2,Monday,OTHER
7680601,672286,5,21,Thursday,OTHER
7656167,687404,4,15,Wednesday,OTHER
7657135,691641,4,14,Sunday,OTHER
7692082,672355,3,12,Sunday,OTHER
7640822,688731,5,18,Wednesday,OTHER
7644116,684338,3,11,Friday,OTHER
7655975,663260,5,22,Wednesday,OTHER
7644756,684195,4,16,Monday,OTHER
7666581,667374,4,15,Sunday,OTHER
7676408,676453,4,13,Saturday,OTHER
7644972,687462,1,3,Saturday,OTHER
7628792,710290,1,4,Sunday,OTHER
7630421,709771,3,9,Saturday,OTHER
7669534,688422,5,20,Thursday,OTHER
7624198,708827,1,1,Tuesday,STREET CRIMES
7641746,688873,2,8,Tuesday,OTHER
7648567,695852,3,9,Sunday,OTHER
7657411,679872,1,3,Thursday,OTHER
7682549,695193,5,19,Wednesday,OTHER
7627371,708669,4,13,Sunday,OTHER
7645396,684306,2,7,Wednesday,OTHER
7651046,699186,1,4,Sunday,OTHER
7655063,687702,5,22,Monday,OTHER
7669605,687661,5,18,Wednesday,STREET CRIMES
7672055,674355,5,18,Wednesday,OTHER
7655707,661935,5,21,Tuesday,OTHER
7670413,662515,5,20,Sunday,OTHER
7657767,680216,3,9,Thursday,OTHER
7642935,679639,2,6,Thursday,OTHER
7641707,682590,1,4,Thursday,OTHER
7675200,681476,1,4,Thursday,OTHER
7668548,684981,1,2,Tuesday,OTHER
7641290,681424,5,19,Sunday,OTHER
7662524,673038,2,6,Thursday,OTHER
7686056,678107,3,13,Friday,OTHER
7668587,668999,5,21,Wednesday,OTHER
7646477,686020,3,13,Thursday,OTHER
7661016,671994,1,1,Wednesday,OTHER
7638650,684885,2,5,Friday,OTHER
7669342,671852,2,5,Thursday,OTHER
7679804,684454,5,19,Thursday,OTHER
7644829,685364,1,2,Friday,OTHER
7644357,685349,2,5,Saturday,STREET CRIMES
7657351,677476,1,2,Friday,OTHER
7683853,671251,5,18,Tuesday,OTHER
7648772,700274,5,20,Monday,OTHER
7642378,686912,5,22,Monday,OTHER
7658978,688202,3,11,Thursday,OTHER
7683607,677187,2,5,Thursday,OTHER
7648031,696172,3,13,Monday,OTHER
7679728,676467,5,20,Saturday,OTHER
7641707,682379,5,20,Thursday,OTHER
7656473,687220,4,15,Friday,STREET CRIMES
7656770,682695,4,14,Tuesday,OTHER
7682503,694970,3,11,Friday,OTHER
7677835,695459,4,15,Saturday,OTHER
7641209,717817,1,3,Monday,OTHER
7672988,703602,4,15,Sunday,OTHER
7649659,673672,5,21,Tuesday,OTHER
7679423,673270,3,13,Thursday,OTHER
7679691,671055,1,5,Tuesday,OTHER
7668688,674708,1,3,Saturday,OTHER
7651368,677626,5,20,Tuesday,OTHER
7672540,672861,1,2,Friday,OTHER
7673866,671111,5,18,Monday,OTHER
7643675,684166,4,16,Wednesday,OTHER
7651491,683794,1,3,Sunday,OTHER
7685795,674427,2,7,Saturday,OTHER
7642091,682313,4,14,Sunday,OTHER
7648267,680512,3,10,Saturday,OTHER
7651347,660980,3,12,Saturday,OTHER
7679915,684559,5,22,Tuesday,OTHER
7646563,698001,2,6,Friday,OTHER
7666181,665009,3,13,Thursday,OTHER
7684384,674332,2,7,Friday,OTHER
7667572,687538,4,17,Tuesday,OTHER
7650320,687621,5,19,Sunday,OTHER
7645562,683478,4,17,Friday,OTHER
7672602,674182,1,2,Tuesday,OTHER
7671004,684206,2,8,Wednesday,OTHER
7668697,675112,3,13,Wednesday,OTHER
7659180,701662,5,18,Monday,OTHER
7672378,684586,1,4,Friday,OTHER
7648795,689088,5,20,Sunday,OTHER
7670647,676790,2,6,Thursday,OTHER
7641592,684570,4,14,Wednesday,OTHER
7651735,708581,3,12,Wednesday,OTHER
7686117,682149,3,12,Wednesday,OTHER
7646930,693160,3,9,Thursday,OTHER
7681288,681900,5,19,Tuesday,OTHER
7647348,690566,5,21,Tuesday,STREET CRIMES
7649186,684111,1,3,Monday,STREET CRIMES
7690253,692049,5,21,Friday,OTHER
7686098,674157,2,6,Thursday,OTHER
7652178,680911,5,18,Tuesday,OTHER
7662837,683372,3,10,Wednesday,OTHER
7648476,690974,4,17,Thursday,OTHER
7673398,668798,1,4,Friday,OTHER
7684049,684184,3,11,Monday,OTHER
7692473,671650,5,20,Wednesday,OTHER
7641815,682378,4,16,Friday,STREET CRIMES
7688441,679303,5,21,Monday,MOTOR VEHICLE THEFT
7643380,690371,1,1,Sunday,OTHER
7674817,684695,1,2,Friday,OTHER
7652312,675411,3,10,Monday,OTHER
7642098,684311,5,20,Wednesday,OTHER
7649404,683600,1,2,Wednesday,OTHER
7652248,680211,1,1,Sunday,OTHER
7674301,685103,5,20,Monday,OTHER
7638657,668411,2,6,Monday,OTHER
7642304,704173,1,3,Tuesday,OTHER
7679151,684146,2,5,Wednesday,OTHER
7640433,686472,5,20,Monday,OTHER
7651812,693739,1,52,Sunday,STREET CRIMES
7653974,674714,2,6,Wednesday,OTHER
7655063,687702,5,21,Saturday,OTHER
7659357,668168,1,1,Wednesday,OTHER
7643561,704041,3,12,Friday,OTHER
7671166,662736,3,12,Saturday,OTHER
7648320,685649,1,52,Sunday,OTHER
7632444,703863,1,4,Thursday,OTHER
7642901,682955,1,4,Thursday,OTHER
7675310,682489,1,2,Saturday,OTHER
7652256,702729,4,14,Thursday,OTHER
7673556,680946,4,17,Thursday,OTHER
7681184,695441,1,2,Tuesday,OTHER
7669226,677004,4,16,Friday,OTHER
7640990,682114,3,13,Friday,OTHER
7648641,684144,2,8,Tuesday,OTHER
7651300,685896,3,12,Saturday,OTHER
7639838,681617,4,14,Friday,OTHER
7658271,688167,4,16,Monday,OTHER
7650320,687621,1,3,Sunday,OTHER
7690177,680923,5,21,Friday,OTHER
7689025,684523,4,17,Wednesday,OTHER
7685026,666435,4,16,Tuesday,OTHER
7644082,716131,5,19,Saturday,OTHER
7669531,672817,5,19,Thursday,OTHER
7655536,688422,1,4,Friday,OTHER
7627225,655739,4,14,Friday,OTHER
7643069,683716,2,7,Friday,OTHER
7664373,691466,1,1,Tuesday,OTHER
7651403,685123,4,14,Sunday,OTHER
7686517,674520,2,6,Tuesday,OTHER
7674028,684709,1,1,Wednesday,OTHER
7664334,694424,5,20,Thursday,OTHER
7644029,710178,3,11,Saturday,OTHER
7641233,682214,2,8,Wednesday,OTHER
7645139,684309,5,19,Sunday,STREET CRIMES
7668818,669069,2,6,Thursday,OTHER
7680615,687823,5,20,Sunday,OTHER
7672602,674182,1,1,Saturday,OTHER
7645396,684306,1,1,Tuesday,OTHER
7667888,684919,3,9,Wednesday,OTHER
7654650,680039,1,1,Tuesday,OTHER
7667473,676596,2,6,Monday,OTHER
7672396,681969,5,20,Thursday,OTHER
7691690,670580,3,12,Saturday,OTHER
7668898,674292,5,19,Monday,OTHER
7634934,666275,3,13,Tuesday,OTHER
7642248,683975,3,13,Tuesday,OTHER
7644386,686468,3,9,Thursday,OTHER
7686875,684446,1,1,Monday,OTHER
7660679,672610,2,8,Saturday,OTHER
7642253,682837,5,20,Thursday,OTHER
7645079,717679,5,18,Saturday,OTHER
7655017,681672,4,14,Wednesday,OTHER
7648981,686734,2,8,Thursday,OTHER
7642580,716780,5,18,Friday,OTHER
7667056,698059,5,18,Wednesday,OTHER
7643364,706810,1,3,Monday,OTHER
7658926,687820,3,11,Sunday,OTHER
7658832,687840,2,6,Saturday,OTHER
7665150,662024,3,10,Friday,OTHER
7669362,687473,1,3,Monday,OTHER
7650245,678459,4,14,Sunday,OTHER
7683304,675883,3,11,Thursday,OTHER
7669283,682938,1,3,Monday,OTHER
7643381,682322,1,3,Thursday,OTHER
7645313,684647,2,8,Tuesday,STREET CRIMES
7627137,710115,2,7,Monday,OTHER
7647528,687527,3,13,Wednesday,OTHER
7674542,681794,5,21,Monday,OTHER
7687026,673929,3,10,Thursday,OTHER
7644633,685650,2,5,Thursday,OTHER
7680749,666336,4,16,Saturday,OTHER
7648217,687287,3,11,Monday,OTHER
7663405,700057,1,2,Thursday,OTHER
7680282,684930,4,17,Sunday,OTHER
7656641,681309,3,11,Wednesday,OTHER
7669511,692216,4,15,Wednesday,OTHER
7640997,684446,1,2,Tuesday,OTHER
7642506,684700,3,13,Friday,OTHER
7645671,684075,5,18,Sunday,OTHER
7646819,712926,1,1,Friday,OTHER
7652297,675493,2,5,Friday,OTHER
7629786,711239,5,18,Wednesday,OTHER
7668959,669697,4,14,Tuesday,OTHER
7677213,696955,2,8,Saturday,OTHER
7645297,691124,3,11,Wednesday,OTHER
7687462,681932,3,13,Friday,OTHER
7669278,682146,4,16,Tuesday,OTHER
7678163,687843,4,14,Thursday,OTHER
7658956,688684,5,20,Tuesday,OTHER
7663023,667020,1,3,Saturday,OTHER
7678201,692477,4,14,Wednesday,OTHER
7671065,663117,2,6,Sunday,OTHER
7645574,684396,2,5,Wednesday,OTHER
7672095,671537,2,9,Tuesday,STREET CRIMES
7644284,686073,1,1,Monday,OTHER
7641540,718056,3,12,Wednesday,OTHER
7652009,704916,5,22,Tuesday,OTHER
7644905,690223,5,21,Monday,OTHER
7630642,658185,1,5,Monday,STREET CRIMES
7668298,675984,5,21,Saturday,OTHER
7689816,675744,3,10,Friday,OTHER
7682238,688484,3,9,Friday,OTHER
7669488,694106,5,18,Tuesday,OTHER
7669700,699914,1,2,Monday,OTHER
7669530,688322,5,20,Tuesday,OTHER
7654584,674962,2,7,Tuesday,OTHER
7641860,686392,1,2,Tuesday,OTHER
7659666,663389,1,1,Monday,OTHER
7671799,676807,3,10,Tuesday,OTHER
7645721,695768,2,9,Tuesday,OTHER
7681181,691471,1,3,Sunday,OTHER
7641452,681765,4,14,Tuesday,OTHER
7643424,686911,3,9,Saturday,OTHER
7669700,699914,4,16,Wednesday,OTHER
7640179,706636,2,6,Monday,OTHER
7674780,687331,5,19,Tuesday,OTHER
7664248,664741,1,4,Tuesday,OTHER
7688868,681759,5,19,Saturday,OTHER
7629812,679486,2,5,Friday,OTHER
7657286,688216,5,21,Sunday,OTHER
7654264,685189,3,9,Thursday,OTHER
7670587,669880,3,10,Friday,OTHER
7679326,682972,5,21,Wednesday,OTHER
7654438,685280,1,4,Saturday,STREET CRIMES
7644633,685650,5,21,Sunday,OTHER
7642103,680702,3,9,Thursday,OTHER
7671146,692063,3,13,Friday,OTHER
7643816,703690,4,17,Sunday,OTHER
7650777,667029,1,3,Thursday,OTHER
7678878,705205,4,15,Friday,OTHER
7644095,684828,5,19,Monday,OTHER
7629863,665707,1,4,Tuesday,OTHER
7653310,688444,5,18,Wednesday,OTHER
7673919,668765,1,52,Sunday,OTHER
7681275,675953,5,21,Saturday,OTHER
7675616,682598,2,5,Saturday,OTHER
7643891,684374,5,18,Friday,OTHER
7651208,696913,2,6,Monday,OTHER
7642304,704173,1,1,Thursday,OTHER
7642008,679234,4,13,Sunday,STREET CRIMES
7633551,707769,2,7,Tuesday,OTHER
7664780,685105,5,18,Thursday,OTHER
7647028,690787,3,12,Sunday,OTHER
7692190,676351,5,18,Friday,OTHER
7625095,709926,3,11,Sunday,OTHER
7662845,676480,5,20,Monday,OTHER
7672936,666364,4,17,Sunday,OTHER
7680146,688125,5,21,Wednesday,OTHER
7656627,674445,3,11,Wednesday,OTHER
7630642,654943,3,11,Thursday,OTHER
7675532,673646,5,19,Saturday,OTHER
7651932,695970,1,3,Friday,OTHER
7689854,684359,3,10,Saturday,STREET CRIMES
7639518,686573,5,18,Tuesday,OTHER
7649699,701403,4,17,Thursday,OTHER
7678990,672422,4,17,Thursday,OTHER
7669337,670128,4,14,Tuesday,BURGLARY
7640017,698108,5,22,Wednesday,OTHER
7633292,678794,5,19,Friday,OTHER
7644284,686073,1,1,Thursday,OTHER
7639497,684516,5,18,Saturday,OTHER
7674129,676992,1,1,Saturday,OTHER
7641885,681190,3,11,Monday,OTHER
7671045,663123,3,11,Friday,OTHER
7640996,676967,5,20,Saturday,OTHER
7627517,710817,5,21,Sunday,OTHER
7642708,664880,2,6,Friday,OTHER
7643416,682082,3,11,Friday,STREET CRIMES
7671818,667435,1,1,Thursday,OTHER
7647141,688685,4,13,Sunday,OTHER
7655553,689127,5,20,Sunday,OTHER
7676690,682363,1,1,Tuesday,OTHER
7657315,674511,4,16,Friday,OTHER
7652815,662339,4,17,Monday,OTHER
7648219,693656,4,16,Saturday,OTHER
7628049,671791,5,21,Tuesday,OTHER
7661170,663115,2,6,Monday,OTHER
7652209,675984,1,52,Sunday,OTHER
7670600,666708,4,15,Saturday,OTHER
7669160,674710,2,7,Saturday,OTHER
7639288,663712,1,2,Wednesday,OTHER
7670649,668224,2,6,Friday,OTHER
7653472,687177,4,15,Thursday,OTHER
7644632,685143,4,16,Friday,OTHER
7669743,683613,4,17,Friday,OTHER
7645122,684289,2,5,Sunday,OTHER
7628129,708577,2,8,Saturday,OTHER
7666365,674486,3,11,Sunday,OTHER
7639151,689628,2,9,Monday,OTHER
7680538,692463,2,6,Wednesday,OTHER
7670415,675746,3,11,Friday,OTHER
7680158,688355,1,1,Tuesday,MOTOR VEHICLE THEFT
7669198,671505,5,21,Wednesday,OTHER
7646782,693895,1,2,Friday,OTHER
7630099,696339,5,21,Tuesday,OTHER
7647936,699043,1,2,Saturday,OTHER
7685883,673538,3,9,Thursday,OTHER
7626432,655739,5,19,Tuesday,OTHER
7647482,699573,5,21,Saturday,OTHER
7645053,684388,4,14,Saturday,OTHER
7636690,688996,2,8,Monday,OTHER
7646944,688619,2,5,Thursday,OTHER
7635315,701984,2,8,Tuesday,OTHER
7666801,686426,1,4,Monday,OTHER
7683854,674221,5,21,Saturday,OTHER
7642729,682390,2,6,Thursday,OTHER
7691181,680995,4,14,Thursday,OTHER
7643158,687428,4,14,Wednesday,OTHER
7676684,687346,2,5,Sunday,BURGLARY
7666011,663957,5,18,Saturday,OTHER
7639256,684833,1,4,Saturday,OTHER
7666145,663100,2,7,Tuesday,OTHER
7635397,690338,3,11,Sunday,OTHER
7636917,709148,4,17,Saturday,OTHER
7642771,682992,2,6,Friday,OTHER
7664648,696281,4,16,Thursday,OTHER
7644386,686468,1,4,Sunday,OTHER
7646937,703991,3,11,Sunday,OTHER
7669562,669152,3,13,Thursday,OTHER
7642771,682992,4,14,Tuesday,OTHER
7640440,664223,3,10,Thursday,OTHER
7670458,677294,1,4,Saturday,OTHER
7685750,676253,4,14,Tuesday,OTHER
7657738,674857,3,12,Thursday,OTHER
7669080,673927,3,13,Wednesday,OTHER
7647440,690725,4,13,Sunday,OTHER
7667825,682992,5,20,Monday,OTHER
7692090,671928,1,1,Friday,OTHER
7644668,682121,1,4,Wednesday,OTHER
7683267,691830,3,9,Friday,OTHER
7680730,674162,4,16,Monday,STREET CRIMES
7664528,664910,3,12,Thursday,OTHER
7643155,681020,2,9,Monday,OTHER
7641056,683965,2,6,Thursday,OTHER
7680514,666171,2,6,Sunday,OTHER
7652949,683141,5,20,Friday,OTHER
7682703,687691,5,20,Friday,OTHER
7648008,683439,4,14,Wednesday,OTHER
7643352,694200,3,12,Sunday,OTHER
7668905,667762,2,6,Friday,OTHER
7681288,681900,1,4,Wednesday,OTHER
7688864,684392,5,21,Wednesday,OTHER
7652422,693770,1,3,Thursday,OTHER
7657767,680216,2,5,Saturday,OTHER
7665743,677277,5,18,Thursday,OTHER
7668848,683322,1,4,Sunday,OTHER
7650880,687998,5,18,Monday,OTHER
7661021,666270,1,1,Sunday,OTHER
7665419,691819,3,13,Tuesday,OTHER
7646421,716089,4,17,Wednesday,OTHER
7679394,682613,3,12,Sunday,OTHER
7628786,708334,1,2,Wednesday,OTHER
7632319,656220,2,8,Thursday,STREET CRIMES
7647740,688606,1,3,Wednesday,OTHER
7654989,681630,3,10,Saturday,OTHER
7658087,671532,3,11,Monday,OTHER
7649170,682776,5,21,Thursday,OTHER
7680973,683351,2,5,Saturday,OTHER
7673345,687378,5,20,Monday,OTHER
7673328,668472,3,11,Monday,OTHER
7669770,684547,1,2,Sunday,OTHER
7669511,692216,4,15,Thursday,OTHER
7644299,692233,3,12,Saturday,OTHER
7647909,694790,4,16,Thursday,OTHER
7623593,710934,4,17,Wednesday,OTHER
7689486,674940,1,3,Sunday,OTHER
7682561,682707,2,6,Tuesday,OTHER
7672414,672500,5,20,Wednesday,OTHER
7671916,676682,3,13,Tuesday,OTHER
7628106,662994,1,2,Friday,OTHER
7679356,673601,2,6,Friday,OTHER
7650372,676854,3,13,Friday,OTHER
7675137,681301,5,21,Monday,OTHER
7639737,668998,2,7,Thursday,OTHER
7690581,676386,3,12,Saturday,OTHER
7638964,684483,4,14,Tuesday,OTHER
7683307,679050,4,16,Saturday,OTHER
7657919,687972,1,1,Saturday,OTHER
7644348,677723,3,10,Sunday,OTHER
7680592,667477,2,8,Saturday,OTHER
7660251,689711,5,20,Saturday,OTHER
7674688,682520,3,13,Wednesday,OTHER
7668959,669697,3,10,Wednesday,OTHER
7648788,680238,3,12,Wednesday,OTHER
7658813,688720,3,11,Friday,OTHER
7649471,675694,3,9,Wednesday,OTHER
7642084,664992,5,19,Friday,OTHER
7692745,678166,3,10,Sunday,OTHER
7652954,686417,4,13,Sunday,OTHER
7645954,706799,4,17,Saturday,OTHER
7644891,710635,5,21,Monday,OTHER
7646838,688185,3,9,Thursday,OTHER
7668578,677014,4,17,Friday,OTHER
7671063,687421,2,6,Saturday,OTHER
7645419,684173,4,14,Saturday,OTHER
7629368,708140,4,17,Monday,OTHER
7644418,710898,2,7,Tuesday,OTHER
7644029,710178,3,12,Friday,OTHER
7644418,710898,1,1,Sunday,OTHER
7642776,702957,2,7,Friday,OTHER
7645228,684152,4,17,Friday,OTHER
7646983,681075,2,8,Tuesday,OTHER
7648630,705306,4,15,Tuesday,OTHER
7680841,693842,2,7,Sunday,OTHER
7644727,681628,4,14,Thursday,OTHER
7668959,669697,1,2,Wednesday,OTHER
7634751,710385,5,19,Friday,OTHER
7663642,681571,4,16,Tuesday,OTHER
7692372,674458,3,9,Saturday,OTHER
7642246,684440,3,11,Friday,OTHER
7642823,682409,3,11,Tuesday,OTHER
7660352,684002,5,21,Sunday,OTHER
7632164,671433,5,21,Sunday,OTHER
7636283,678212,4,15,Thursday,OTHER
7624815,712071,1,1,Sunday,OTHER
7642216,682380,4,16,Tuesday,OTHER
7634065,710119,4,14,Tuesday,OTHER
7657898,674564,5,20,Monday,OTHER
7669714,692997,3,11,Wednesday,STREET CRIMES
7672953,687015,1,3,Monday,OTHER
7648639,679407,1,1,Wednesday,OTHER
7645771,673476,4,17,Thursday,OTHER
7651930,680077,1,4,Wednesday,OTHER
7648413,685233,4,15,Wednesday,OTHER
7658124,673226,4,14,Wednesday,OTHER
7648907,688209,1,4,Wednesday,OTHER
7669531,672817,2,7,Wednesday,STREET CRIMES
7679690,692665,4,15,Friday,STREET CRIMES
7668896,675905,2,7,Monday,OTHER
7633964,710085,5,18,Monday,OTHER
7640749,681016,1,1,Wednesday,STREET CRIMES
7680582,668215,3,10,Monday,OTHER
7671642,670888,4,15,Sunday,OTHER
7673502,696417,5,20,Saturday,OTHER
7683809,689101,2,6,Monday,OTHER
7628437,678935,2,8,Saturday,OTHER
7686017,683837,4,14,Wednesday,OTHER
7646001,698629,3,12,Wednesday,OTHER
7668570,678498,3,12,Thursday,OTHER
7669721,669323,1,3,Thursday,OTHER
7626849,672333,1,4,Monday,OTHER
7679780,679112,1,3,Saturday,OTHER
7671127,685472,5,20,Wednesday,OTHER
7672645,671769,5,20,Sunday,OTHER
7641452,681765,2,7,Thursday,OTHER
7689404,665428,2,7,Tuesday,OTHER
7646303,688576,4,16,Sunday,OTHER
7679668,684686,2,5,Saturday,STREET CRIMES
7669168,682820,5,19,Sunday,OTHER
7638876,704177,2,9,Monday,OTHER
7648269,695321,5,20,Wednesday,OTHER
7670740,667505,2,6,Tuesday,OTHER
7652218,677364,5,21,Tuesday,OTHER
7665551,663643,2,9,Tuesday,OTHER
7671750,675009,4,14,Wednesday,OTHER
7649436,684639,2,8,Sunday,OTHER
7638402,690474,1,3,Wednesday,OTHER
7640553,684413,5,20,Wednesday,OTHER
7646563,698001,2,8,Friday,OTHER
7671667,698059,2,8,Saturday,OTHER
7655530,688167,3,11,Friday,OTHER
7649503,684203,3,9,Thursday,OTHER
7682137,687140,4,14,Saturday,OTHER
7655648,674839,3,11,Thursday,OTHER
7666162,671843,4,13,Sunday,OTHER
7653857,688547,5,22,Wednesday,OTHER
7652295,686640,2,8,Thursday,OTHER
7671411,665125,5,19,Thursday,OTHER
7673019,680661,3,13,Friday,OTHER
7668682,683571,3,11,Friday,OTHER
7654332,684639,3,12,Friday,OTHER
7666468,685052,3,11,Thursday,OTHER
7647654,681704,4,16,Monday,OTHER
7669279,668723,4,15,Sunday,OTHER
7661362,667419,3,13,Monday,OTHER
7671972,695499,4,16,Thursday,OTHER
7669278,682146,5,21,Sunday,OTHER
7637923,689468,4,14,Friday,OTHER
7674490,683250,2,8,Friday,OTHER
7664617,671459,4,14,Thursday,OTHER
7679545,673786,4,14,Saturday,OTHER
7642097,681726,3,10,Saturday,OTHER
7643609,681733,1,2,Friday,OTHER
7672018,667635,2,8,Tuesday,OTHER
7636264,675086,1,4,Saturday,OTHER
7668199,671863,5,18,Sunday,OTHER
7659920,663433,4,17,Friday,OTHER
7646622,704091,4,16,Friday,OTHER
7668387,667653,4,17,Friday,OTHER
7690081,684971,2,8,Tuesday,OTHER
7671484,668548,1,4,Wednesday,OTHER
7650320,687621,1,2,Tuesday,OTHER
7656019,687582,5,18,Friday,OTHER
7669675,692003,5,18,Thursday,OTHER
7671482,663653,3,13,Wednesday,STREET CRIMES
7644480,693826,1,4,Friday,OTHER
7639777,685873,1,3,Monday,OTHER
7689763,681708,4,15,Thursday,OTHER
7642896,684830,3,11,Friday,OTHER
7646045,700595,3,12,Sunday,OTHER
7641714,681562,2,6,Tuesday,OTHER
7663172,677242,3,12,Wednesday,OTHER
7632171,663904,4,16,Sunday,OTHER
7641698,685577,5,21,Thursday,OTHER
7678686,680970,3,11,Thursday,OTHER
7627183,708956,2,7,Thursday,OTHER
7650579,687362,1,3,Thursday,OTHER
7643155,686127,5,21,Friday,OTHER
7662009,685368,5,19,Wednesday,OTHER
7641973,681296,4,14,Thursday,OTHER
7643572,686984,5,19,Tuesday,OTHER
7664542,685034,2,8,Sunday,OTHER
7683174,674339,4,16,Friday,OTHER
7692177,676241,3,9,Sunday,OTHER
7656698,680674,4,14,Saturday,OTHER
7671753,680633,5,18,Thursday,OTHER
7643148,695864,5,18,Wednesday,OTHER
7664130,691289,5,19,Monday,OTHER
7654446,685820,2,6,Sunday,OTHER
7646542,697738,4,17,Thursday,OTHER
7690111,690960,2,6,Monday,OTHER
7646937,703991,3,9,Sunday,OTHER
7661162,671833,4,15,Monday,OTHER
7647316,687281,2,7,Friday,OTHER
7668349,665452,5,18,Wednesday,OTHER
7663408,683046,4,16,Friday,OTHER
7668899,674522,1,4,Saturday,OTHER
7682020,672300,2,6,Monday,OTHER
7689631,679196,2,8,Tuesday,OTHER
7650265,686095,3,10,Sunday,OTHER
7684521,684401,5,20,Friday,OTHER
7643337,685949,4,15,Tuesday,OTHER
7678470,670170,3,13,Monday,STREET CRIMES
7649203,694756,3,10,Monday,OTHER
7643547,685739,4,16,Sunday,OTHER
7688071,681098,4,16,Thursday,OTHER
7650078,680196,1,4,Monday,OTHER
7655816,675599,4,14,Monday,OTHER
7650138,680007,4,15,Tuesday,OTHER
7688430,680781,2,6,Saturday,OTHER
7641544,681726,5,20,Wednesday,OTHER
7673522,683902,4,15,Tuesday,OTHER
7655707,661935,3,13,Friday,OTHER
